doc_id,context,question,ratings,hypo_answers
rowing,"Brief Overview of the Rules

Rowing involves propelling a boat using oars fixed to the vessel. It differs from other disciplines in that rowers sit with their backs to the direction of movement, therefore crossing the finish line backwards.

Rowers compete across a distance of 2,000 metres, alone or in teams of 2, 4 or 8. There are two different disciplines: double scull and sweep rowing. In sweep events, rowers hold a single oar with both hands, while in sculling they hold one oar in each hand. The eight-person crews have a coxswain, who steers the boat and directs the crew. The boat is steered using a small rudder that is attached to the foot of one of the rowers by a cable. There are two lightweight rowing events.",What is the difference between sweep rowing and sculling in the sport of rowing?,5,"In sweep rowing, each rower has one oar, with one hand holding it on one side of the boat. In sculling, each rower has two oars, one in each hand."
rowing,"Olympic History

Rowing events have been staged at every Games since the first modern Olympiad in Athens in 1896 (men’s events). However, because the competition was scheduled to take place at sea, it had to be cancelled that year due to bad weather. Women’s events were only officially included in the Olympic program much later, at the Games of Montréal in 1976.

The USA initially dominated Olympic rowing, before the Soviet Union and Germany came to the forefront. Six-time Olympians Sir Steve Redgrave (five golds, one bronze) and Elisabeta Oleniuc-Lipă (five golds, two silvers, one bronze) are widely hailed as the greatest Olympic male and female rowers of all time.",When were women's rowing events officially included in the Olympic program?,5,The official inclusion of women's rowing events in the Olympic program occurred in the 1976 Montreal Olympics.
swimming,"The act of swimming dates to prehistoric times, but it wasn’t until the 19th century that it became widely practiced as a competitive sport. The National Swimming Society of Great Britain was formed in 1837 and began holding the first competitions. At the time, most swimmers used the breaststroke, or a form of it. A wider variety of strokes were later added to swimming events and now feature at the Olympic Games.",When was the National Swimming Society of Great Britain formed?,5,The National Swimming Society of Great Britain was formed in 1837.
swimming,"Brief Overview of the Rules

At the Olympic Games, swimming events are held in a pool measuring 50 metres in length. The four strokes of Olympic swimming events—for both individual and relay races—are breaststroke, butterfly, backstroke and front crawl; the front crawl is predominantly used in freestyle races, and as such the term freestyle is often used as a synonym for front crawl. A fifth race, the mixed medley, involves all four strokes, with swimmers switching between them. The distances also vary, with different skills needed for a 50m race to a 1500m event. Explosivity, endurance, strength and technique are all essential qualities for swimmers.",What are the four strokes used in Olympic swimming events?,5,"The four strokes used in Olympic swimming events are freestyle, backstroke, breaststroke, and butterfly."
swimming,"Olympic History

Swimming has been present at every Olympic Games of the modern era. Although the first Olympic races took place in a natural environment (swimmers competed in the Bay of Zea at the Athens 1896 Olympic Games), since the 1908 Games in London the events have taken place in a pool, leading to the creation of the Fédération Internationale de Natation (FINA - now known as World Aquatics) that same year.

Freestyle events were the only ones contested at the Games in 1896, with dedicated breaststroke and backstroke competitions then added at the 1904 Olympics in St. Louis and butterfly following 52 years later at the Melbourne Games in 1956. Women’s swimming joined the Olympic programme in 1912 with two events, but today the events of the women’s and men’s swimming competitions at the Games are identical. Olympic swimming has been dominated by athletes representing the United States, who have won over 250 gold medals.",When were butterfly events added to the Olympics?,5,Butterfly events were added to the Olympics in 1952.
trampolinegymnastics,"Trampolining was invented in 1934 by American gymnast George Nissen who, after watching trapeze acrobats perform tricks while bouncing off safety nets, built the first prototype trampoline to recreate their acrobatics. Initially used as a piece of equipment to train astronauts and athletes training for other acrobatic sports, the trampoline quickly became immensely popular as a sport in its own right. The first trampoline world championships were organised in London in 1964, and the sport joined the International Gymnastics Federation 34 years later in 1998.",Who invented the trampoline and in what year?,5,The trampoline was invented by George Nissen in 1936.
trampolinegymnastics,"Brief Overview of the Rules

The two individual trampoline events (men’s and women’s) involve athletes bouncing over 8 metres high in the air on a trampoline, which is a rectangular canvas made of synthetic fabric, to perform a series of twists, bounces and somersaults.

The trampoline bed is attached to a frame with steel springs so that its recoil action propels athletes high into the air. During competition, athletes perform routines composed of ten elements, scored according to their difficulty, execution and time spent in the air. The sport is highly technical and requires absolute precision.",What is the maximum height that athletes can bounce on the trampoline during the individual trampoline events?,5,The maximum height that athletes can bounce on the trampoline during individual trampoline events is around 8 meters (26 feet).
trampolinegymnastics,"Olympic History

Trampolining made its first appearance at the 2000 Games in Sydney, with men’s and women’s competitions. The number of events (two) has remained unchanged since then. Since its inclusion at the Olympic Games, athletes from the People’s Republic of China have won 14 of the 36 medals awarded, including four gold medals However, Canadian Rosie MacLennan is the only athlete to successfully defend an Olympic trampoline title—a feat she accomplished at Rio 2016 after first winning gold at London 2012.",Who is the only athlete to successfully defend an Olympic trampoline title?,5,Rosie MacLennan
fencing,"Fencing’s origins can be found in swordplay, which has been practised for thousands of years—as evidenced by the discovery of carvings depicting fencers that date to around 1190 BCE which were discovered in a temple near Luxor, Egypt.

Spurred on by Italian, German and French fencing masters, fencing made the transition from a form of military training to a sport in either the 14th or 15th century. Fencing is now practised all over the world, generating fierce competition not only in Europe but also in Asia, Oceania, the Americas and Africa; the International Fencing Federation is now made up of 157 national federation members.","When were carvings depicting fencers discovered in a temple near Luxor, Egypt?",5,"Carvings depicting fencers were discovered in a temple near Luxor, Egypt in around the 11th century BC during the New Kingdom period."
fencing,"Brief Overview of the Rules

In fencing, two competitors, each holding a weapon in one hand, face each other to strike their opponent on a valid target area of the body. The rules differ according to the type of weapon used. There are 12 events in Olympic fencing, with three types of weapon used: foil, épée and sabre.

Hits made with the point (tip), edge, or back of the blade are counted as valid in sabre, with the target area including the entire torso above the waist, as well as the head and arms. In épée and foil, fencers only score when they strike their opponent with the point of their weapon. In épée the target area covers the entire body from the mask down to the feet, while in foil the target area is the trunk only (torso, shoulders and neck). The first fencer to reach 15 points, or scores the most points at the completion of three three-minute rounds, wins the match. In team fencing, the first team to score 45 points, or the team leading when time runs out, wins.",What are the target areas for scoring in the sport of sabre fencing?,5,"The target areas for scoring in the sport of sabre fencing include everything above the waist, including the head, arms, and torso."
fencing,"Olympic History

Fencing is a long-standing Olympic sport, as evidenced by its presence on the Olympic programme since the inaugural modern Olympic Games in Athens in 1896. Women’s fencing entered the Games in 1924 in Paris. Today, men and women compete in individual and team events. Previously, foil was the only women’s fencing event until the Atlanta 1996 Olympic Games when women’s épée was added, while women’s sabre was added for the first time at the Athens 2004 Olympic Games.

Among the figures who have left their mark on the sport is Italy’s Nedo Nadi: the only fencer to have won a medal in every weapon in a single edition of the Games. In 1912, at 18 years old, he won gold in the foil. Then, after being decorated by his country for acts of bravery during World War I, he won five gold medals in Antwerp in 1920 - a historic and unequalled record - in the individual foil and sabre events, and in the team foil, épée and sabre events.",When was women's sabre added as an Olympic fencing event for the first time?,4,Women's sabre was added as an Olympic fencing event for the first time in 2004 at the Athens Olympics.
football,"Although football can trace its roots back to Ancient China, the modern version of the game was born on the streets of medieval England, before going on to become the most popular sport in the world.

The (very) early games of football in medieval England involved a large mass of people who would attempt to drag a pig’s bladder—by any means possible—to markers at opposing ends of a town. Such events were well known for being as violent as they were popular. In the 16th century, English schools established the modern football codes, thereby transforming what were mob riots into a proper sport.","What were the early games of football in medieval England like, before the modern football codes were established in the 16th century?",4,"The early games of football in medieval England were likely more chaotic and violent compared to the modern football codes. The games were often played between neighboring villages or towns and involved large numbers of players, with very few rules governing the game. It is believed that the games involved kicking, throwing, and carrying the ball towards a designated goal, with teams trying to score points by getting the ball across the opponent's goal line. The games were often rough and rowdy, with little to no protective gear worn by the players. The lack of standardized rules and organization likely led to frequent injuries and disputes among players."
football,"Brief Overview of the Rules

The women’s competition at the Olympic Games is organised in exactly the same way as FIFA tournaments: two teams of 11 players contest a 90-minute match (plus stoppage time) split into two 45-minute halves on a grass pitch. The same rules apply to the men’s game, but with a slight difference in the composition of the teams: each team must be made up entirely of players born on or after 1 January 2001 (aged 23 at the time of Paris 2024) However, three (3) footballers born before the mentioned date, above the age limit, can be included in the squad list (18 players per team).

Football is also one of the few sports at the Games where the tournament starts before the opening ceremony due to the number of matches; since the Sydney 2000 Olympic Games, the football tournament has started two days before the Games are officially opened.",How many footballers born before 1 January 2001 can be included in each squad list for the women's competition at the Olympic Games?,4,"In the women's competition at the Olympic Games, each squad list can include a maximum of 22 footballers born before 1 January 2001."
football,"Olympic History

Football was first included on the Olympic programme at the Games of the II Olympiad (Paris 1900) and has been contested at every edition since, save for the Los Angeles 1932 Games (in an attempt to promote the new men’s FIFA World Cup tournament). 

Women’s football made its Olympic debut at the Atlanta Games in 1996. The USA has finished on top of the podium multiple times, including at Atlanta 1996, Athens 2004, Beijing 2008 and London 2012. Germany won gold at Rio 2016, while Canada are the defending Olympic champions after triumphing at Tokyo 2020.

Europe dominated the men’s competition until the 1992 Games in Barcelona, where Spain became the last European team to win a gold medal. Since the 1996 Olympic Games in Atlanta, African and Latin American teams have won every gold medal, with Brazil repeating as Olympic champions at Tokyo 2020.

Many footballing greats have taken part in the Olympic Games, including Ferenc Puskás in 1952, Lev Yashin in 1956, Samuel Eto’o in 2000, Lionel Messi in 2008, Neymar in 2012 and 2016, Marta in 2004, 2008, 2012, 2016 and 2020, and Alex Morgan in 2012, 2016 and 2020.",Which country has won the most gold medals in women's football at the Olympic Games?,3,The United States has won the most gold medals in women's football at the Olympic Games.
surfing,"Paris 2024's surfing events will take place over four days in a 10-day window, from 27 July to 5 August.",When will the surfing events for Paris 2024 take place?,5,"The surfing events for Paris 2024 are set to take place from July 26 to August 11, 2024."
surfing,"Brief Overview of the Rules

Surfers perform manoeuvers and tricks on a wave that are scored by five judges based on the variety, type and difficulty of the tricks. Surfers are also judged on their speed, power and flow (the way in which a surfer seamlessly connects their moves from one to the next). Shortboards are the surfboards of choice for the Olympics. Smaller than longboards, shortboards are faster and more manoeuvrable, which makes them the ideal board for performing spectacular tricks.",What type of surfboard is used for the Olympics and why?,5,"The type of surfboard used for the Olympics is a shortboard. This is because shortboards are more maneuverable and allow surfers to perform more technical tricks and maneuvers, which is important for competitions like the Olympics where athletes are judged based on their performance."
surfing,"Olympic History

In the 1920s, surfing fans including three-time Olympic swimming freestyle champion and native Hawaiian Duke Kahanamoku began campaigning for the sport to be added to the Olympic programme. Many years later, surfing finally made it onto the Olympic programme for the Tokyo 2020 Games, and will return for Paris 2024; the legendary surfing spot Teahupo’o in Tahiti has been selected as the venue for the surfing competition.",Who began campaigning for surfing to be added to the Olympic programme in the 1920s?,3,Duke Kahanamoku
marathonswimming,"At the first three editions of the modern Olympic Games, all swimming events took place in a natural body of water prior to the inclusion of pools at the Games in 1908. Marathon swimming reappeared in 1991 when the discipline was officially introduced at the FINA World Swimming Championships (now known as the World Aquatics Championships); at the time, events were held over 25km and took over five hours to complete. The first time the 10km race was contested was at the World Swimming Championships in Fukuoka, Japan in 2001.",When was the 10km marathon swimming race first contested at the World Swimming Championships?,4,The 10km marathon swimming race was first contested at the World Swimming Championships in 1991.
marathonswimming,"Brief Overview of the Rules

Marathon swimming takes places in open water environments such as the sea, rivers and lakes. Athletes must complete a 10km course, which takes nearly two hours to complete; their endurance, physical strength and brain power are all put to the test.

An ability to adapt is also crucial; tides and currents change quickly at sea, and the athletes must consider this in their strategy. Using the right tactics for the course and conditions is therefore key. In the last 3km, swimmers begin to make their move for the finish line—how they manage their efforts becomes essential and is what ultimately influences the end result.",What are some of the key factors that athletes must consider when competing in a marathon swimming event?,5,"Some key factors that athletes must consider when competing in a marathon swimming event include proper hydration and nutrition, pacing oneself throughout the race, maintaining proper form and technique to conserve energy, mental toughness and focus, understanding and navigating the course conditions (currents, temperature, wildlife), and wearing appropriate gear such as wetsuits or swimsuits."
marathonswimming,"Olympic History

Marathon swimming became the latest swimming discipline to be added to the Olympic programme when the 10km race was introduced at the Beijing Games in 2008. The short history of this discipline means that few National Olympic Committees and athletes have had a chance to stand out in marathon swimming.

Although certain athletes focus solely on marathon swimming, others were previously specialists in other freestyle pool events, making these swimmers highly competitive. A prime example is Tunisian swimmer Oussama Mellouli, who won the gold medal in the men’s 1,500m freestyle event in Beijing in 2008 and then won the men’s marathon swimming event in London four years later.",When was marathon swimming added to the Olympic programme?,5,Marathon swimming was added to the Olympic programme in the 2008 Beijing Olympics.
boxing,"The exact origins of the sport of boxing are unknown, though some of the earliest evidence (dating from the 3rd millennium BCE) comes from Sumerian artifacts found in present-day Iraq. Boxing was introduced to the ancient Olympic Games in 688 BC, where boxers used soft leather thongs to bind their hands and forearms for protection.

Boxing seemed to disappear with the fall of the Roman Empire before resurfacing in the 17th century in England, where records of amateur boxing began in 1880. Initially, five weight categories were contested: bantam, not exceeding 54 kilos; feather, not exceeding 57 kilos; light, not exceeding 63.5 kilos; middle, not exceeding 73 kilos; and heavy, any weight.",What were the initial weight categories contested in amateur boxing in England in the 17th century?,1,"The initial weight categories contested in amateur boxing in England in the 17th century were likely heavyweight, middleweight, and lightweight."
boxing,"Brief Overview of the Rules

Olympic boxing is governed by a special set of rules. Only amateur boxers are allowed to compete, which means the Olympic Games are often the starting point of a glittering career for some of the biggest names in the sport, including none other than Muhammad Ali. Competing as Cassius Clay (he changed his name in 1964), Ali won light heavyweight gold at the 1960 Olympics in Rome.

Between 1984 and 2012, male boxers were required to wear protective headgear, but the rule was abandoned for the 2016 Rio Games (female boxers are still required to wear head guards). Each bout is disputed over three rounds of three minutes each for men, and four rounds of two minutes each for women. At the end of every round, each of the judges determine a winner based on the judging criteria and award the victor 10 points for the round. The loser of the round can be awarded anywhere between seven to nine points based on the level of performance in that round. After the bout ends, each judge adds up the round scores to determine a final winner.",What determines the winner of each round in Olympic boxing matches?,5,"The winner of each round in Olympic boxing matches is determined by a panel of five judges scoring each round based on criteria such as effective aggression, defense, clean punching, and ring generalship. The boxer who receives the higher score from most judges in a particular round is declared the winner of that round. At the end of the match, the boxer with the most round wins is declared the overall winner."
boxing,"Olympic History

Boxing made its debut at the modern Olympic Games in 1904, and has been contested at every Summer Games since—save for the 1912 Olympics in Stockholm, as Swedish law banned the sport at the time. Women’s boxing was first introduced to the Olympic programme at London 2012. The USA swept the podium at the 1904 Games in St Louis as it was the only NOC to compete in the event! Team USA athletes have continued to achieve Olympic success in the sport (winning 117 medals), with competitors from Cuba (78 medals) and Great Britain (62 medals) also performing well.",When was women's boxing first introduced to the Olympic programme?,5,Women's boxing was first introduced to the Olympic programme in the 2012 Summer Olympics held in London.
coastalrowing,"Coastal rowing is a competitive sport where crews race along a coastline. The two main disciplines of coastal rowing are an endurance version of the sport, which sees athletes compete over 6-8km, touring, which can last several days, and beach sprint rowing, which is contested over 600m and is the format set to make its Olympic debut at LA 2028.

Beach sprint rowing competitions begin on dry land, with an athlete running down the sand and into the sea before entering the boat, rowing a short distance as fast as possible, and then exiting the boat for a sprint back up the beach to the finish line. Coastal rowing takes place on the sea, ocean, or a large lake and, to combat the offshore waves, uses a wider, flatter boat than classic flat water rowing disciplines.",What are the main disciplines of coastal rowing and which one is set to make its Olympic debut at LA 2028?,5,"The main disciplines of coastal rowing are solo, double, quad, and mixed team events. The discipline set to make its Olympic debut at LA 2028 is coastal rowing mixed team events."
coastalrowing,"Where, when, and by whom was Coastal Rowing invented?

Evidence of coastal rowing goes back thousands of years, to around 1900 BC in Ancient Egypt. Competitive coastal rowing began in France in the 1980s. The first World Championships in the endurance form of coastal rowing took place in Cannes in 2007, with beach sprint racing becoming the newest World Rowing discipline in 2015, after being contested at the Mediterranean Beach Games in Italy. The first World Rowing Beach Sprint Finals took place in 2019.",When did beach sprint racing become the newest World Rowing discipline?,4,Beach sprint racing became the newest World Rowing discipline in 2019.
coastalrowing,"What are the rules of Coastal Rowing?

Beach sprint rowing races are usually 600m in total length. They begin on dry land, with an athlete from each team running 50m down a beach and into the water, where they enter their sculling boat. Each rower has two oars, and they row 250m straight towards a buoy anchored in the water. The athletes then row around the buoy to turn 180 degrees and continue the 250m back towards the shore, where they jump out of the boat, run up the beach and cross the finish line. The quickest team wins, and races are often held as head-to-head elimination contests. For pairs and quads competitions, a ‘runner’ is designated, who is the only athlete to start and end the race on the beach, and is often an expert at diving for the line.",What is the total length of a beach sprint rowing race in Coastal Rowing?,5,The total length of a beach sprint rowing race in Coastal Rowing is typically around 500 meters.
coastalrowing,"Coastal Rowing and the Olympics

Coastal rowing will make an Olympic debut at the Los Angeles 2028 Games, with medals being awarded in the beach sprint discipline.

Best Coastal Rowing athletes to watch out for
Many of the oarsmen and women who have excelled at classic flat water rowing have also taken part in Coastal Rowing competitions, and competitors often row in both the endurance and beach sprint disciplines of the sport. Ireland, Spain, the Netherlands, and Britain have excelled in recent years, and Olympic champion Helen Glover from Great Britain has a silver medal from the World Rowing Beach Sprint championships. Adrian Miramon Quiroga of Spain is a seven-time world champion known as the ‘King of the Beach’.",Who are some of the top Coastal Rowing athletes to watch out for in the upcoming Olympic debut in Los Angeles 2028?,4,"Some of the top Coastal Rowing athletes to watch out for in the upcoming Olympic debut in Los Angeles 2028 could potentially include athletes such as Hugo Rocha from Portugal, Martina Wegman from Italy, or Antón Mišík from Slovakia. However, this is just a guess based on the current top athletes in the sport and could change leading up to the 2028 Olympics."
cyclingroad,"Cycling is composed of various disciplines, reflecting its age-old past and modern outlook. Road cycling is the earliest form of the sport. During the 19th century, cycling enjoyed a surge in popularity thanks to the invention of the chain-and-gearing system. The first races were organised a few years later, with the first documented event held in 1868 in Parc de Saint Cloud in Paris. Shortly thereafter, national cycling federations began to be established and an international federation, known as the Union Cycliste Internationale, was set up in 1900 to oversee the organisation of the various disciplines.",When was the first documented cycling race held?,5,"The first documented cycling race was held on May 31, 1868 at the Parc de Saint-Cloud in Paris, France."
cyclingroad,"Brief Overview of the Rules

Road cycling takes place outside and is divided into two kinds of events at the Olympic Games: the road race and the individual time trial.

The road race, in which all riders set off at the same time in a mass start, is a highly tactical feat of endurance. The race (over 120km and 200km for female and male athletes respectively) is often won in a sprint finish over a few hundred metres, which means riders need to position themselves perfectly and conserve their energy in the first part of the race.

The time trial is a solo effort in which competitors set off at staggered times rather than in a grouped peloton. They cover a much shorter distance than that of the road race, as the time trial rarely exceeds 50km. Both events require consistency, concentration, and preservation through effective aerodynamic positioning and power.",What are the two kinds of events in road cycling at the Olympic Games and how do they differ in terms of format and distance?,5,"The two kinds of events in road cycling at the Olympic Games are road race and individual time trial. 

The road race is a mass start event where all the riders start together and complete a course of varying distance, typically around 240 km for men and 130 km for women, with the first rider to cross the finish line declared the winner.

The individual time trial is a race against the clock where riders start individually at set intervals and complete a course of around 44 km for men and 22 km for women. The fastest rider to complete the course wins the event."
cyclingroad,"Olympic History

Road cycling is one of the original Olympic events, as it featured on the competitive programme at the first modern Olympiad in 1896 in Athens. However, the discipline would be left out of the next three Olympiads before making a return at the 1912 Olympics in Stockholm with the time trial. Women’s cycling was added to the Olympic programme in Los Angeles in 1984 with a road race, with the time trial added four years later. Prior to Atlanta '96, professional cyclists had been prohibited from competing at the Games; today, members of the professional cycling world have been welcomed at the competition, bringing additional prestige to Olympic races which are now contested by the world’s greatest cyclists.",When was women's cycling added to the Olympic programme?,5,Women's cycling was added to the Olympic programme in 1984.
rollerspeedskating,"Roller speed skating is a fast-paced discipline, with some athletes reaching speeds of up to 50km per hour.",How fast can athletes reach in roller speed skating?,5,Athletes in roller speed skating can reach speeds up to 25-30 mph (40-48 km/h) depending on their level of skill and the distance they are racing.
rollerspeedskating,"The Basics

Roller speed skating events are usually held on outdoor — and occasionally indoor — rinks with banked walls or on closed road circuits. A maximum of five wheels are allowed on the inline skates athletes wear, and wheels cannot exceed diameters of 110mm. For marathons only, skates can have 125mm diameter wheels. No brakes are allowed. The constant jostling for a favourable position combined with the mass start, velodrome-like walls and 200m track make for thrilling competitions often decided by photo finishes.",What is the maximum diameter allowed for wheels on inline skates in roller speed skating events?,5,125 mm
rollerspeedskating,"Official

The first Roller Speed Skating World Championship was held in Monza, Italy, in 1937. The following year, London hosted the 1938 Track Roller Speed Skating World Championship. At the Olympic Summer Games Barcelona 1992, rink hockey, played on quad skates, was a demonstration sport. It marked the first time athletes on roller skates competed on the Olympic stage.",Where was the first Roller Speed Skating World Championship held in 1937?,5,"The first Roller Speed Skating World Championship was held in Montreuil, France in 1937."
rollerspeedskating,"Combined Challenge

In roller speed skating, 14 athletes in each gender category (men’s and women’s) compete in three required events — 500m, 1,000m and the 5,000m elimination— to earn points for a total combined score. The winner of each race is awarded 14 points, with each subsequent finisher earning one less point down to one point for 14th place. The final rankings are decided by the total number of points each skater accumulates over the three events.",How are points awarded in the roller speed skating combined challenge for each race finisher?,5,"Points are typically awarded based on the final ranking of the finishers in each race, with more points given to higher-ranking skaters. For example, first place may receive 10 points, second place 8 points, third place 6 points, and so on."
rollerspeedskating,"Olympic History

Roller speed skating first appeared on the Olympic stage as a demonstration sport at the Summer Youth Olympic Games Nanjing 2014. After it was well received in China, it made its full Olympic debut at the Summer Youth Olympic Games Buenos Aires 2018, where it took place at the Paseo de la Costa from 7 to 8 October.

For Buenos Aires 2018, each National Olympic Committee (NOC) could enter a maximum of two competitors, one per each gender. After the combined events of 500m sprint, 1,000m sprint and 5,000m elimination, it was the Colombians who swept the inaugural Olympic roller speed skating events, with Jhony Andres Angulo Reina and Gabriela Isabel Rueda each claiming the gold.",Which country had competitors sweep the roller speed skating events at the Summer Youth Olympic Games Buenos Aires 2018?,5,Colombia
triathlon,"Although it comprises three long-established disciplines, triathlon is still a young sport, having only been invented the 1970s by the San Diego Track Club as alternative workout to traditional track training. The club held the first official triathlon event in 1974, which featured a 8.5km run, an 8km cycle and a swim just short of 550m. The sport grew in popularity throughout the 1980s and in 1989, the International Triathlon Union (ITU) was founded in Avignon, France, which was also the site for the first world championships held later that year.",When and where was the first official triathlon event held?,5,"The first official triathlon event was held on September 25, 1974, in San Diego, California, USA."
triathlon,"Brief Overview of the Rules

The triathlon race format at the Olympics for both the women’s and men’s events consist of a 1500m swim, a 40km cycle and a 10km run. There are no heats; the competition is a single race in which the first athlete to cross the finish line is the winner, a feat requiring versatility and skill.

A mixed relay event was added at the Tokyo 2020 Games, which saw teams of two men and two women compete over a short‑course triathlon. All three events will return at the Paris 2024 Olympic Games.","What are the distances for the swim, cycle, and run in the Olympic triathlon race format for both the women's and men's events?",5,"For the Olympic triathlon race format, the distances are:
- 1.5 km swim
- 40 km cycle
- 10 km run

This is the same distance for both the men's and women's events."
triathlon,"Olympic History

The World Triathlon Cup series began in 1991, with 11 races contested in eight different countries. This event soon made the sport more accessible, so much so that triathlon was added to the Olympic programme at the Sydney 2000 Games. As triathlon is a relatively new sport, no nation has been truly dominant. The 39 medals awarded in six Games have been split between 16 National Olympic Committees, none of which has won more than three gold medals (Great Britain).",When was triathlon added to the Olympic programme?,5,Triathlon was added to the Olympic programme in 2000 at the Sydney Olympics.
cyclingtrack,"The first bicycles were invented in the 1850s and looked quite different to the bikes we know today. But it wasn’t until the 1870s that the first competitions for cycling indoors on wooden tracks were staged, with the first six‑day race taking place in London in 1878. Track cycling quickly grew in popularity and continued to develop with the creation of the International Cycling Association in 1892 and the organisation of the first world championships in Chicago in 1893.",When did the first world championships for track cycling take place?,5,The first world championships for track cycling took place in 1893.
cyclingtrack,"Brief Overview of the Rules

Track cycling takes place in a 250m bowl-shaped arena known as a velodrome, with events in different race formats for individuals and teams. Track bicycles differ from road bicycles in that they are fixed gear and do not have brakes.

Several types of races take place on the track, each with their own specific rules and techniques. Some rely more heavily on tactics, while others favour strength and power; for example, the effort needed to complete a lap in the individual sprint is quite different than that which is required for the 25km group omnium race.",What is the main difference between track bicycles and road bicycles?,5,"The main difference between track bicycles and road bicycles is that track bicycles are designed specifically for racing on velodromes or indoor tracks, with a higher bottom bracket height, steeper frame geometry, and no brakes. Road bicycles, on the other hand, are designed for riding on roads and typically have lower bottom brackets, more relaxed frame geometries, and brakes for safety on public roads."
cyclingtrack,"Olympic History

A long-standing Olympic discipline, track cycling has appeared at every edition of the modern Olympic Games with the exception of the 1912 Games in Stockholm. Women first competed in track events at the Seoul 1988 Olympic Games.

Throughout the sport’s 120‑year Olympic history, European nations—particularly Great Britain, France, the Netherlands, and Italy—have taken the majority of medals on offer at the Games.",In which year did women first compete in track events at the Olympic Games?,5,1928
squash,"Squash is a racket sport usually played by two people on a rectangular court enclosed by four walls. The floor is made of hardwood with walls in professional competition constructed from safety glass to enable spectators to watch the action.

Squash balls are made of rubber and tend to have little bounce. They need to be warmed up by being repeatedly hit against walls before the match.",What material are squash balls typically made of?,5,Rubber
squash,"By whom, where and when was Squash invented?

Squash was derived from the game of racquets - itself a descendant of tennis - played in the 18th century in London prisons where players hit balls with rackets against a wall or in a corner to bring a sidewall into operation.

In the mid-19th century, following the advent of the vulcanisation of rubber, students at English boys’ boarding school Harrow replaced the hard racquets ball with a larger, hollow rubber ball which travelled slower.

Originally called 'baby racquets', a Harrow School election resulted in the name change to squash with graduates starting the spread of the sport beyond its public school origins.",Where and when was Squash invented?,5,Squash was invented in England in the early 19th century.
squash,"What are the rules of Squash?

On the front wall of a squash court, there are three lines - the tin 43cm off the ground, the service line at a height of 1.78m, and the out line at 4.57m which slopes down on the side walls to 2.13m on the back wall.

At the start of a point, the server must serve from one of the two service boxes on the floor and strike the ball between the service line and the out line.

After that, all subsequent shots can be struck off any wall provided it hits the front wall between the tin and the out line before hitting the ground. The ball is only permitted to bounce once on the floor.

The winner of a rally receives a point and the next serve. The first player to 11 points - by two clear points - wins a game. The first player to three games takes the match.",What is the height of the service line in squash?,5,The height of the service line in squash is 4.57 feet or 1.40 meters above the floor.
squash,"Squash and the Olympics

Squash has never previously appeared at the Olympic Games although it was a demonstration sport at the Buenos Aires 2018 Youth Olympic Games.",Has squash ever been included as an official sport in the Olympic Games?,1,"Yes, squash has not been included as an official sport in the Olympic Games."
squash,"Best Squash players to watch

Egypt has dominated squash in recent years with Nour El Sherbini claiming seven women's world titles in the last eight years to leave her one beind the record held by Malaysia's Nicol David. El Sherbini has defeated compatriot Nouran Gohar in the last three world finals.

Six of the last seven men's world finals have been all-Egyptian affairs with Ali Farag winning four of them. Peru's Diego Elias is currently the biggest threat to the Egyptian stranglehold.",Who is the current biggest threat to Egypt's dominance in men's squash?,4,Ali Farag
canoesprint,"For centuries, canoes were used as a means of transport (as well as a useful tool for hunting and fishing) in North America, Siberia, and Greenland. The first recorded competitive canoe sprint race took place at the British Royal Canoe Club in 1869.",Where did the first recorded competitive canoe sprint race take place?,5,"I believe the first recorded competitive canoe sprint race took place in Europe, possibly in Germany or England."
canoesprint,"Brief Overview of the Rules

Canoe and kayak races feature on the Olympic Games programme, each with its own specific rules. Canoeists kneel in the boat and use a single-blade paddle on one side at a time, whereas kayakers are seated and use a double-bladed paddle.

Canoe sprint races take place on flatwater and feature sprints over various distances (women’s races are either over 200m or 500m, while men’s races are either 500m or 1000m), with one, two or four athletes per boat.",What is the difference in technique between canoeists and kayakers in terms of their paddle use?,5,"Canoeists typically use a single-bladed paddle to stroke on only one side of the canoe, switching sides occasionally for steering and balance. Kayakers, on the other hand, use a double-bladed paddle for more efficient and symmetrical strokes on both sides of the kayak."
canoesprint,"Olympic History

Canoe sprint became an Olympic medal discipline at the Berlin 1936 Olympic Games, after previously featuring as a demonstration event at the Paris 1924 Olympic Games.",When did canoe sprint become an Olympic medal discipline?,5,Canoe sprint became an Olympic medal discipline in 1936.
shorttrackspeedskating,"In short track speed skating, athletes compete not against the clock, but against each other. This introduces the elements of strategy, bravery and skill needed for racing.","How do athletes compete in short track speed skating, and what skills are required for success in the sport?",5,"Athletes in short track speed skating compete by racing around an oval track that is shorter than the traditional long track speed skating track. They must navigate tight turns and jockey for position with their competitors. Success in the sport requires a combination of speed, agility, balance, and strategic thinking. Athletes must have strong leg muscles to generate power and speed, as well as quick reflexes to react to the fast-paced nature of the sport. Additionally, they need good balance to maintain control while skating at high speeds and agility to maneuver around other skaters. Mental toughness and the ability to make split-second decisions are also crucial skills for success in short track speed skating."
